idx,unique_carrier,yearmonth,total_departures_scheduled,total_departures_performed,agg_seat_count,total_passenger_count,total_miles_traveled,total_minutes_r2r,total_air_minutes,year,month,carrier_name,total_fuel_cost,full_date,month_stock_price_max,month_stock_price_min,month_stock_price_open,month_stock_price_close,month_stock_price_volume,adj_month_stock_price_close,stock_symbol
191,AS,2016-08,16333.0,16725.0,2664613.0,2225051.0,847070.0,2997211.0,2621900.0,2016,8,Alaska Airlines Inc.,79457576.0,2016-08-01,68.48000335693361,64.25,67.34999847412111,67.52999877929689,25504200.0,63.10612487792969,ALK
192,AS,2016-09,13858.0,14098.0,2255127.0,1853457.0,827191.0,2516333.0,2203682.0,2016,9,Alaska Airlines Inc.,76698940.0,2016-09-01,71.62999725341797,64.19000244140625,67.80999755859375,65.86000061035156,26206800.0,61.80258178710938,ALK
193,AS,2016-10,14088.0,14299.0,2293845.0,1852303.0,824268.0,2566734.0,2248248.0,2016,10,Alaska Airlines Inc.,78038953.0,2016-10-01,75.30999755859375,65.59999847412111,65.59999847412111,72.22000122070312,25453600.0,67.77076721191406,ALK
194,AS,2016-11,13946.0,14204.0,2262662.0,1870338.0,906798.0,2608437.0,2294018.0,2016,11,Alaska Airlines Inc.,81797606.0,2016-11-01,83.47000122070312,69.12000274658203,72.23999786376953,82.2699966430664,21639000.0,77.20160675048828,ALK
195,AS,2016-12,14515.0,14624.0,2316884.0,1917391.0,978307.0,2782277.0,2422655.0,2016,12,Alaska Airlines Inc.,88948501.0,2016-12-01,91.88999938964844,80.72000122070312,81.9000015258789,88.7300033569336,26912800.0,83.57770538330078,ALK
196,AS,2017-01,14712.0,14709.0,2338951.0,1769094.0,975945.0,2788125.0,2428504.0,2017,1,Alaska Airlines Inc.,84522749.0,2017-01-01,96.2699966430664,86.22000122070312,88.91999816894531,93.81999969482422,26669600.0,88.37215423583984,ALK
197,AS,2017-02,13346.0,13313.0,2115151.0,1666693.0,932384.0,2487213.0,2163860.0,2017,2,Alaska Airlines Inc.,82777577.0,2017-02-01,98.88999938964844,92.37000274658205,93.83000183105469,97.81999969482422,22823100.0,92.13988494873048,ALK
198,AS,2017-03,15422.0,15695.0,2488706.0,2091754.0,937213.0,2943743.0,2571290.0,2017,3,Alaska Airlines Inc.,104669547.0,2017-03-01,101.43000030517578,89.0,98.04000091552734,92.22000122070312,33576800.0,87.40585327148438,ALK
199,AS,2017-04,15261.0,15529.0,2447587.0,2066196.0,972550.0,2890591.0,2534107.0,2017,4,Alaska Airlines Inc.,108259411.0,2017-04-01,92.58999633789062,83.76000213623047,92.41999816894531,85.08999633789062,27335400.0,80.64805603027344,ALK
200,AS,2017-05,16108.0,16371.0,2587807.0,2178163.0,944873.0,3009928.0,2621485.0,2017,5,Alaska Airlines Inc.,105857073.0,2017-05-01,87.33999633789062,82.02999877929688,85.33999633789062,87.05000305175781,31190000.0,82.5057373046875,ALK
201,AS,2017-06,16380.0,16655.0,2635448.0,2221381.0,969344.0,3093549.0,2690378.0,2017,6,Alaska Airlines Inc.,107024884.0,2017-06-01,93.16000366210938,87.04000091552734,87.26000213623047,89.76000213623047,24698200.0,85.38273620605469,ALK
202,AS,2017-07,17027.0,17332.0,2735822.0,2327588.0,979436.0,3196332.0,2779009.0,2017,7,Alaska Airlines Inc.,109057318.0,2017-07-01,95.75,83.41000366210938,90.2699966430664,85.2300033569336,24656600.0,81.07365417480469,ALK
203,AS,2017-08,16785.0,17068.0,2722572.0,2306431.0,1018147.0,3165130.0,2748092.0,2017,8,Alaska Airlines Inc.,106337809.0,2017-08-01,87.16999816894531,73.29000091552734,85.9000015258789,74.66000366210938,28483900.0,71.01910400390625,ALK
204,AS,2017-09,14934.0,15199.0,2436738.0,1994978.0,960427.0,2784898.0,2422045.0,2017,9,Alaska Airlines Inc.,96124507.0,2017-09-01,78.44000244140625,71.16999816894531,75.0999984741211,76.2699966430664,33871500.0,72.82360076904297,ALK
205,AS,2017-10,15076.0,15446.0,2494535.0,2008635.0,990499.0,2839481.0,2470127.0,2017,10,Alaska Airlines Inc.,95757518.0,2017-10-01,82.68000030517578,64.76999664306639,76.30000305175781,66.02999877929689,48251000.0,63.04632949829102,ALK
206,AS,2017-11,14638.0,15017.0,2413585.0,1972436.0,985405.0,2841183.0,2465783.0,2017,11,Alaska Airlines Inc.,99131348.0,2017-11-01,70.51000213623047,61.099998474121094,65.65000152587889,69.16999816894531,38963700.0,66.04443359375,ALK
207,AS,2017-12,15383.0,15829.0,2532597.0,2050653.0,957181.0,3009057.0,2600617.0,2017,12,Alaska Airlines Inc.,99384809.0,2017-12-01,76.05999755859375,66.5,69.09999847412111,73.51000213623047,33136200.0,70.50688934326172,ALK
208,AS,2018-01,15312.0,15682.0,2522371.0,1809855.0,962647.0,2928900.0,2544724.0,2018,1,Alaska Airlines Inc.,117295194.0,2018-01-01,75.45999908447266,59.25,74.04000091552734,65.73000335693361,62942400.0,63.04471969604492,ALK
209,AS,2018-02,14056.0,14431.0,2321763.0,1780962.0,912638.0,2686166.0,2328607.0,2018,2,Alaska Airlines Inc.,110417119.0,2018-02-01,67.5,61.08000183105469,65.54000091552734,64.5,54723700.0,61.86496353149414,ALK
210,AS,2018-03,16730.0,16458.0,2617344.0,2143687.0,947284.0,3053755.0,2662384.0,2018,3,Alaska Airlines Inc.,134629100.0,2018-03-01,69.16000366210939,61.20000076293945,64.29000091552734,61.959999084472656,41143700.0,59.717529296875,ALK
211,AS,2018-04,22739.0,22496.0,3505945.0,2876718.0,1319571.0,4413893.0,3839600.0,2018,4,Alaska Airlines Inc.,137208447.0,2018-04-01,70.25,57.599998474121094,61.66999816894531,64.93000030517578,51570700.0,62.58004379272461,ALK
212,AS,2018-05,23741.0,23489.0,3671525.0,3045804.0,1324849.0,4598461.0,3994095.0,2018,5,Alaska Airlines Inc.,151473132.0,2018-05-01,65.70999908447266,57.52999877929688,65.05999755859375,60.81000137329102,48740900.0,58.609153747558594,ALK
213,AS,2018-06,23457.0,23688.0,3691718.0,3146394.0,1208269.0,4640897.0,4016637.0,2018,6,Alaska Airlines Inc.,137655825.0,2018-06-01,64.86000061035156,59.52999877929688,61.0,60.38999938964844,42138200.0,58.52608871459961,ALK
214,AS,2018-07,24587.0,24856.0,3869561.0,3277780.0,1248537.0,4838695.0,4176441.0,2018,7,Alaska Airlines Inc.,146809415.0,2018-07-01,65.76000213623047,57.97000122070313,60.16999816894531,62.83000183105469,43310000.0,60.89078140258789,ALK
215,AS,2018-08,23984.0,24088.0,3758914.0,3158158.0,1339917.0,4732592.0,4061842.0,2018,8,Alaska Airlines Inc.,139348885.0,2018-08-01,68.08999633789061,60.040000915527344,62.54999923706055,67.48999786376953,29244700.0,65.40695190429689,ALK
216,AS,2018-09,21362.0,21637.0,3390960.0,2684464.0,1235695.0,4191865.0,3620696.0,2018,9,Alaska Airlines Inc.,125986059.0,2018-09-01,70.75,66.06999969482422,67.68000030517578,68.86000061035156,25861900.0,67.06484222412111,ALK
217,AS,2018-10,21895.0,22193.0,3468321.0,2788538.0,1313299.0,4354319.0,3733961.0,2018,10,,,2018-10-01,69.13999938964844,59.54999923706055,68.70999908447266,61.41999816894531,43354900.0,59.81879425048828,ALK
218,AS,2018-11,20847.0,20897.0,3270427.0,2680043.0,1387590.0,4190182.0,3621276.0,2018,11,,,2018-11-01,74.83000183105469,61.72000122070313,61.72000122070313,73.26000213623047,32949000.0,71.35012817382812,ALK
219,AS,2018-12,21165.0,21266.0,3318412.0,2654904.0,1314681.0,4306124.0,3725709.0,2018,12,,,2018-12-01,74.56999969482422,57.41999816894531,73.87999725341797,60.849998474121094,41147100.0,59.54389953613281,ALK
220,AS,2019-01,19400.0,20951.0,3265903.0,2405066.0,1486722.0,4165695.0,3595500.0,2019,1,Alaska Airlines Inc.,124660897.0,2019-01-01,66.59999847412111,57.27999877929688,59.93000030517578,63.95000076293945,34694000.0,62.57736206054688,ALK
221,AS,2019-02,17813.0,18743.0,2922352.0,2245286.0,1363331.0,3748603.0,3198500.0,2019,2,Alaska Airlines Inc.,113227536.0,2019-02-01,67.63999938964844,60.97000122070313,64.16999816894531,61.70000076293945,23269300.0,60.37565612792969,ALK
222,AS,2019-03,20066.0,22058.0,3422727.0,2803874.0,1444643.0,4382919.0,3802708.0,2019,3,Alaska Airlines Inc.,129431305.0,2019-03-01,62.02000045776367,53.38999938964844,61.86000061035156,56.11999893188477,48632300.0,55.2056770324707,ALK
223,AS,2019-04,19653.0,21736.0,3366645.0,2759837.0,1350311.0,4324956.0,3761103.0,2019,4,Alaska Airlines Inc.,136203107.0,2019-04-01,62.38000106811523,56.11000061035156,56.29999923706055,61.9000015258789,31411500.0,60.89151000976562,ALK
224,B6,2010-01,16263.0,16033.0,2156200.0,1548678.0,355393.0,2795300.0,2395346.0,2010,1,JetBlue Airways,86281447.0,2010-01-01,6.03000020980835,4.900000095367432,5.539999961853027,4.940000057220459,172725000.0,4.940000057220459,JBLU
225,B6,2010-02,15312.0,14484.0,1938750.0,1438947.0,335552.0,2528735.0,2152281.0,2010,2,JetBlue Airways,76004760.0,2010-02-01,5.489999771118164,4.639999866485597,5.019999980926514,5.28000020980835,121029100.0,5.28000020980835,JBLU
226,B6,2010-03,17764.0,17276.0,2304000.0,1860469.0,337007.0,2983444.0,2542669.0,2010,3,JetBlue Airways,92207399.0,2010-03-01,5.699999809265138,5.079999923706055,5.260000228881836,5.579999923706055,152707500.0,5.579999923706055,JBLU
227,B6,2010-04,16846.0,16786.0,2236000.0,1788012.0,352384.0,2852103.0,2448645.0,2010,4,JetBlue Airways,93652022.0,2010-04-01,6.8499999046325675,5.559999942779541,5.6500000953674325,5.5900001525878915,240562400.0,5.5900001525878915,JBLU
228,B6,2010-05,16122.0,16004.0,2123050.0,1739060.0,366028.0,2738477.0,2335881.0,2010,5,JetBlue Airways,93445073.0,2010-05-01,6.3499999046325675,5.139999866485597,5.630000114440918,6.199999809265138,146477100.0,6.199999809265138,JBLU
229,B6,2010-06,16396.0,16322.0,2169850.0,1817705.0,369905.0,2806593.0,2386417.0,2010,6,JetBlue Airways,91767195.0,2010-06-01,6.949999809265138,5.489999771118164,6.1599998474121085,5.489999771118164,150269400.0,5.489999771118164,JBLU
230,B6,2010-07,17814.0,17740.0,2356300.0,2012729.0,359153.0,3005963.0,2548505.0,2010,7,JetBlue Airways,101498319.0,2010-07-01,6.570000171661378,5.210000038146973,5.519999980926514,6.429999828338622,102766800.0,6.429999828338622,JBLU
231,B6,2010-08,17719.0,17651.0,2342650.0,1995706.0,345598.0,2972783.0,2523585.0,2010,8,JetBlue Airways,103016460.0,2010-08-01,6.550000190734862,5.309999942779541,6.5,5.710000038146973,78145000.0,5.710000038146973,JBLU
232,B6,2010-09,15846.0,15765.0,2096500.0,1657649.0,414747.0,2664027.0,2282901.0,2010,9,JetBlue Airways,87652760.0,2010-09-01,6.75,5.519999980926514,5.829999923706055,6.690000057220459,107505100.0,6.690000057220459,JBLU
233,B6,2010-10,16537.0,16518.0,2194850.0,1795098.0,388708.0,2792323.0,2405620.0,2010,10,JetBlue Airways,93931932.0,2010-10-01,7.300000190734862,6.3400001525878915,6.6599998474121085,6.980000019073486,126120000.0,6.980000019073486,JBLU
234,B6,2010-11,16763.0,16744.0,2223100.0,1786526.0,394607.0,2804635.0,2423277.0,2010,11,JetBlue Airways,94965531.0,2010-11-01,7.5999999046325675,6.550000190734862,7.039999961853027,6.800000190734862,107320500.0,6.800000190734862,JBLU
235,B6,2010-12,18112.0,16656.0,2214650.0,1796865.0,384603.0,2850618.0,2439700.0,2010,12,JetBlue Airways,100954658.0,2010-12-01,7.239999771118164,6.309999942779541,6.940000057220459,6.610000133514403,88722200.0,6.610000133514403,JBLU
236,B6,2011-01,17121.0,16246.0,2152250.0,1670907.0,367230.0,2769844.0,2354727.0,2011,1,JetBlue Airways,155594506.0,2011-01-01,7.130000114440918,5.710000038146973,6.710000038146973,6.0,126550600.0,6.0,JBLU
237,B6,2011-02,15981.0,15259.0,2032550.0,1607076.0,386740.0,2589097.0,2210895.0,2011,2,JetBlue Airways,144927525.0,2011-02-01,6.119999885559082,5.550000190734863,5.949999809265138,5.699999809265138,130723400.0,5.699999809265138,JBLU
238,B6,2011-03,18480.0,18470.0,2465150.0,2033128.0,391045.0,3113993.0,2662557.0,2011,3,JetBlue Airways,166876356.0,2011-03-01,6.449999809265138,5.440000057220459,5.6599998474121085,6.269999980926514,128029000.0,6.269999980926514,JBLU
239,B6,2011-04,18211.0,18112.0,2418150.0,1910675.0,374216.0,3088641.0,2628368.0,2011,4,JetBlue Airways,158421650.0,2011-04-01,6.360000133514403,5.349999904632568,6.320000171661378,5.6599998474121085,109999400.0,5.6599998474121085,JBLU
240,B6,2011-05,17929.0,17903.0,2381150.0,1930057.0,406421.0,3050815.0,2592244.0,2011,5,JetBlue Airways,149271138.0,2011-05-01,6.380000114440918,5.619999885559082,5.730000019073486,6.070000171661378,111790000.0,6.070000171661378,JBLU
241,B6,2011-06,18294.0,18205.0,2408700.0,1960143.0,413040.0,3135623.0,2664410.0,2011,6,JetBlue Airways,157260179.0,2011-06-01,6.289999961853027,5.449999809265137,6.0900001525878915,6.0999999046325675,86460200.0,6.0999999046325675,JBLU
242,B6,2011-07,19550.0,19503.0,2573850.0,2204770.0,392047.0,3340690.0,2838632.0,2011,7,JetBlue Airways,175877509.0,2011-07-01,6.260000228881836,4.550000190734863,6.1500000953674325,4.789999961853027,124918100.0,4.789999961853027,JBLU
243,B6,2011-08,19526.0,18278.0,2413050.0,2074387.0,424183.0,3160543.0,2672084.0,2011,8,JetBlue Airways,179456726.0,2011-08-01,4.989999771118164,3.859999895095825,4.989999771118164,4.349999904632568,139548800.0,4.349999904632568,JBLU
244,B6,2011-09,16938.0,16976.0,2236150.0,1768558.0,401169.0,2869815.0,2445385.0,2011,9,JetBlue Airways,145534014.0,2011-09-01,4.5900001525878915,3.900000095367432,4.349999904632568,4.0900001525878915,82484900.0,4.0900001525878915,JBLU
245,B6,2011-10,17460.0,17464.0,2304050.0,1917458.0,420828.0,2946397.0,2521915.0,2011,10,JetBlue Airways,145918708.0,2011-10-01,4.739999771118164,3.490000009536743,4.099999904632568,4.480000019073486,93233500.0,4.480000019073486,JBLU
246,B6,2011-11,17592.0,17662.0,2346750.0,1937201.0,404889.0,2967210.0,2560491.0,2011,11,JetBlue Airways,147226860.0,2011-11-01,4.46999979019165,3.400000095367432,4.320000171661377,4.119999885559082,114476500.0,4.119999885559082,JBLU
247,B6,2011-12,18902.0,18913.0,2515700.0,2012276.0,383291.0,3200213.0,2767703.0,2011,12,JetBlue Airways,172684310.0,2011-12-01,5.6500000953674325,4.070000171661377,4.079999923706056,5.199999809265137,131812900.0,5.199999809265137,JBLU
248,B6,2012-01,17845.0,17842.0,2371400.0,1868227.0,395217.0,2987156.0,2575731.0,2012,1,JetBlue Airways,70537499.0,2012-01-01,5.96999979019165,5.039999961853027,5.329999923706055,5.920000076293945,134278700.0,5.920000076293945,JBLU
249,B6,2012-02,17348.0,17353.0,2293700.0,1835253.0,369265.0,2907136.0,2513035.0,2012,2,JetBlue Airways,66340295.0,2012-02-01,6.320000171661378,4.760000228881836,5.96999979019165,5.099999904632568,118182200.0,5.099999904632568,JBLU
250,B6,2012-03,19733.0,19711.0,2603250.0,2224129.0,366988.0,3292520.0,2839376.0,2012,3,JetBlue Airways,77936475.0,2012-03-01,5.389999866485597,4.730000019073486,5.1599998474121085,4.889999866485597,140128300.0,4.889999866485597,JBLU
251,B6,2012-04,19134.0,19135.0,2526950.0,2125051.0,379707.0,3179305.0,2753097.0,2012,4,JetBlue Airways,79388437.0,2012-04-01,4.949999809265137,4.599999904632568,4.920000076293945,4.75,89595100.0,4.75,JBLU
252,B6,2012-05,18690.0,18715.0,2467300.0,2066960.0,383060.0,3128876.0,2682924.0,2012,5,JetBlue Airways,91789656.0,2012-05-01,5.239999771118164,4.059999942779541,4.71999979019165,5.230000019073486,110183200.0,5.230000019073486,JBLU
253,B6,2012-06,19026.0,19085.0,2523050.0,2145210.0,417891.0,3213834.0,2755651.0,2012,6,JetBlue Airways,102954211.0,2012-06-01,5.440000057220459,4.860000133514403,5.070000171661377,5.300000190734863,122181900.0,5.300000190734863,JBLU
254,B6,2012-07,20672.0,20719.0,2725650.0,2355275.0,400381.0,3507394.0,2996840.0,2012,7,JetBlue Airways,105712879.0,2012-07-01,5.940000057220459,5.119999885559082,5.349999904632568,5.510000228881836,101911300.0,5.510000228881836,JBLU
255,B6,2012-08,20730.0,20697.0,2723750.0,2358123.0,415623.0,3493608.0,2993378.0,2012,8,JetBlue Airways,98482169.0,2012-08-01,5.429999828338623,4.849999904632568,5.429999828338623,4.900000095367432,81405100.0,4.900000095367432,JBLU
256,B6,2012-09,18147.0,18181.0,2401050.0,1871459.0,433047.0,3041440.0,2617224.0,2012,9,JetBlue Airways,88900518.0,2012-09-01,5.179999828338623,4.760000228881836,4.920000076293945,4.800000190734863,75024000.0,4.800000190734863,JBLU
257,B6,2012-10,18585.0,17331.0,2288550.0,1929714.0,435126.0,2906092.0,2508699.0,2012,10,JetBlue Airways,92460910.0,2012-10-01,5.360000133514403,4.769999980926514,4.829999923706055,5.289999961853027,66216200.0,5.289999961853027,JBLU
258,B6,2012-11,18869.0,18668.0,2473600.0,2038512.0,465743.0,3128138.0,2701595.0,2012,11,JetBlue Airways,92797157.0,2012-11-01,5.480000019073486,4.800000190734863,5.269999980926514,5.139999866485597,65092000.0,5.139999866485597,JBLU
259,B6,2012-12,19888.0,19863.0,2632950.0,2131780.0,419570.0,3390045.0,2918030.0,2012,12,JetBlue Airways,106084293.0,2012-12-01,5.989999771118164,5.039999961853027,5.139999866485597,5.71999979019165,67996900.0,5.71999979019165,JBLU
260,B6,2013-01,19290.0,19298.0,2551450.0,2049440.0,430346.0,3250561.0,2807915.0,2013,1,JetBlue Airways,150456389.0,2013-01-01,6.420000076293945,5.730000019073486,5.889999866485597,5.809999942779541,101225700.0,5.809999942779541,JBLU
261,B6,2013-02,17768.0,17129.0,2267950.0,1860230.0,425126.0,2918353.0,2502856.0,2013,2,JetBlue Airways,144052358.0,2013-02-01,6.210000038146973,5.699999809265138,5.800000190734862,6.050000190734862,57425500.0,6.050000190734862,JBLU
262,B6,2013-03,20842.0,20753.0,2746450.0,2356835.0,418451.0,3533398.0,3029648.0,2013,3,JetBlue Airways,169340947.0,2013-03-01,7.010000228881836,6.0,6.050000190734862,6.9000000953674325,73378500.0,6.9000000953674325,JBLU
263,B6,2013-04,20036.0,19945.0,2631350.0,2174069.0,447558.0,3421099.0,2941952.0,2013,4,JetBlue Airways,164151969.0,2013-04-01,7.28000020980835,6.139999866485597,6.889999866485597,6.889999866485597,106937800.0,6.889999866485597,JBLU
264,B6,2013-05,20262.0,20242.0,2643250.0,2214127.0,419550.0,3390498.0,2905054.0,2013,5,JetBlue Airways,165148439.0,2013-05-01,7.0,6.119999885559082,6.8499999046325675,6.210000038146973,88208500.0,6.210000038146973,JBLU
265,B6,2013-06,20643.0,20588.0,2681800.0,2259025.0,452329.0,3496852.0,2977592.0,2013,6,JetBlue Airways,167956907.0,2013-06-01,6.630000114440918,5.949999809265138,6.21999979019165,6.289999961853027,73367300.0,6.289999961853027,JBLU
266,B6,2013-07,22146.0,22027.0,2855200.0,2450533.0,423093.0,3729935.0,3168234.0,2013,7,JetBlue Airways,183941715.0,2013-07-01,6.929999828338622,6.130000114440918,6.300000190734862,6.539999961853027,68028500.0,6.539999961853027,JBLU
267,B6,2013-08,21992.0,22000.0,2846750.0,2432587.0,412110.0,3699329.0,3169483.0,2013,8,JetBlue Airways,185661349.0,2013-08-01,6.670000076293945,6.079999923706055,6.5900001525878915,6.1500000953674325,63296100.0,6.1500000953674325,JBLU
268,B6,2013-09,18582.0,18644.0,2410300.0,1884314.0,499459.0,3054473.0,2629812.0,2013,9,JetBlue Airways,148438064.0,2013-09-01,6.889999866485597,6.039999961853027,6.21999979019165,6.670000076293945,72922400.0,6.670000076293945,JBLU
269,B6,2013-10,19382.0,19431.0,2516300.0,2030842.0,438328.0,3207200.0,2771289.0,2013,10,JetBlue Airways,145652930.0,2013-10-01,7.690000057220459,6.570000171661378,6.6599998474121085,7.0900001525878915,125960000.0,7.0900001525878915,JBLU
270,B6,2013-11,19604.0,19602.0,2552800.0,1976770.0,457171.0,3297017.0,2856943.0,2013,11,JetBlue Airways,142058759.0,2013-11-01,9.199999809265137,7.050000190734862,7.070000171661378,8.890000343322754,155128100.0,8.890000343322754,JBLU
271,B6,2013-12,21244.0,20995.0,2746590.0,2262134.0,449009.0,3649362.0,3129311.0,2013,12,JetBlue Airways,148063090.0,2013-12-01,8.949999809265137,8.239999771118164,8.890000343322754,8.539999961853027,100063100.0,8.539999961853027,JBLU
272,B6,2014-01,20220.0,18202.0,2388570.0,1937141.0,484640.0,3123575.0,2668568.0,2014,1,JetBlue Airways,110873045.0,2014-01-01,9.449999809265137,8.449999809265138,8.560000419616701,8.760000228881836,159193100.0,8.760000228881836,JBLU
273,B6,2014-02,18486.0,17583.0,2307780.0,1870778.0,468695.0,3030752.0,2589409.0,2014,2,JetBlue Airways,101212197.0,2014-02-01,9.149999618530273,8.289999961853027,8.789999961853027,8.829999923706055,97947600.0,8.829999923706055,JBLU
274,B6,2014-03,21489.0,21099.0,2772190.0,2317274.0,441117.0,3568290.0,3064178.0,2014,3,JetBlue Airways,122733998.0,2014-03-01,9.210000038146973,8.199999809265138,8.699999809265138,8.689999580383299,142516000.0,8.689999580383299,JBLU
275,B6,2014-04,20985.0,20715.0,2717600.0,2250536.0,427945.0,3518991.0,3019137.0,2014,4,JetBlue Airways,115638233.0,2014-04-01,9.199999809265137,7.610000133514403,8.699999809265138,7.9099998474121085,175977300.0,7.9099998474121085,JBLU
276,B6,2014-05,21189.0,20791.0,2685310.0,2281758.0,466576.0,3449352.0,2962101.0,2014,5,JetBlue Airways,127249027.0,2014-05-01,9.739999771118164,7.960000038146973,8.149999618530272,9.65999984741211,148503400.0,9.65999984741211,JBLU
277,B6,2014-06,21224.0,20878.0,2695278.0,2272475.0,486056.0,3488899.0,2976797.0,2014,6,JetBlue Airways,128457811.0,2014-06-01,11.119999885559082,9.539999961853027,9.710000038146973,10.850000381469727,201619700.0,10.850000381469727,JBLU
278,B6,2014-07,22575.0,21992.0,2839094.0,2472383.0,457770.0,3705100.0,3144698.0,2014,7,JetBlue Airways,128507248.0,2014-07-01,11.59000015258789,10.170000076293944,10.84000015258789,10.720000267028807,156884100.0,10.720000267028807,JBLU
279,B6,2014-08,22339.0,22249.0,2873404.0,2506594.0,454593.0,3705502.0,3164244.0,2014,8,JetBlue Airways,117255997.0,2014-08-01,12.829999923706055,10.5,10.739999771118164,12.229999542236328,171612600.0,12.229999542236328,JBLU
280,B6,2014-09,19080.0,19111.0,2472148.0,1987091.0,495491.0,3093767.0,2650274.0,2014,9,JetBlue Airways,96471232.0,2014-09-01,12.760000228881836,10.210000038146973,12.229999542236328,10.619999885559082,156815800.0,10.619999885559082,JBLU
281,B6,2014-10,20117.0,20123.0,2621677.0,2198187.0,505571.0,3302114.0,2838298.0,2014,10,JetBlue Airways,99007701.0,2014-10-01,11.729999542236328,9.380000114440918,10.369999885559082,11.539999961853027,229525900.0,11.539999961853027,JBLU
282,B6,2014-11,20052.0,19962.0,2613579.0,2131064.0,472640.0,3330803.0,2873462.0,2014,11,JetBlue Airways,99040144.0,2014-11-01,14.9399995803833,11.460000038146973,11.5,14.630000114440918,175289500.0,14.630000114440918,JBLU
283,B6,2014-12,21980.0,21954.0,2880710.0,2334569.0,482378.0,3720499.0,3204477.0,2014,12,JetBlue Airways,101329622.0,2014-12-01,16.209999084472653,14.3100004196167,14.970000267028807,15.859999656677244,195592600.0,15.859999656677244,JBLU
284,B6,2015-01,21633.0,20578.0,2690035.0,2162377.0,469183.0,3497614.0,2991427.0,2015,1,JetBlue Airways,137009077.0,2015-01-01,17.360000610351562,14.130000114440918,16.129999160766598,16.790000915527347,176976200.0,16.790000915527347,JBLU
285,B6,2015-02,19754.0,18541.0,2438189.0,2024264.0,490595.0,3193350.0,2718481.0,2015,2,JetBlue Airways,136235990.0,2015-02-01,18.200000762939453,16.010000228881836,16.639999389648438,17.190000534057614,136081900.0,17.190000534057614,JBLU
286,B6,2015-03,22592.0,22254.0,2917835.0,2512459.0,475389.0,3756087.0,3223689.0,2015,3,JetBlue Airways,159675895.0,2015-03-01,19.600000381469727,16.639999389648438,17.25,19.25,141442700.0,19.25,JBLU
287,B6,2015-04,22023.0,21956.0,2874280.0,2434336.0,475161.0,3711452.0,3192911.0,2015,4,JetBlue Airways,157717721.0,2015-04-01,21.280000686645508,18.34000015258789,19.100000381469727,20.530000686645508,190091200.0,20.530000686645508,JBLU
288,B6,2015-05,22565.0,22434.0,2933746.0,2478873.0,486922.0,3685024.0,3191019.0,2015,5,JetBlue Airways,149110338.0,2015-05-01,22.399999618530273,19.309999465942386,20.82999992370605,20.15999984741211,206747900.0,20.15999984741211,JBLU
289,B6,2015-06,22558.0,22418.0,2929232.0,2461814.0,545653.0,3721379.0,3211871.0,2015,6,JetBlue Airways,143483378.0,2015-06-01,21.600000381469727,18.32999992370605,20.31999969482422,20.76000022888184,211483500.0,20.76000022888184,JBLU
290,B6,2015-07,24029.0,23871.0,3106423.0,2654841.0,498921.0,3978950.0,3426243.0,2015,7,JetBlue Airways,161014566.0,2015-07-01,24.190000534057614,19.530000686645508,21.15999984741211,22.979999542236328,181369300.0,22.979999542236328,JBLU
291,B6,2015-08,23827.0,23642.0,3077000.0,2617179.0,507647.0,3933302.0,3393843.0,2015,8,JetBlue Airways,171096786.0,2015-08-01,24.63999938964844,16.260000228881836,23.06999969482422,22.31999969482422,155293600.0,22.31999969482422,JBLU
292,B6,2015-09,21041.0,21134.0,2768866.0,2203925.0,553588.0,3471741.0,2970340.0,2015,9,JetBlue Airways,148578358.0,2015-09-01,27.36000061035156,21.59000015258789,21.75,25.770000457763672,172552900.0,25.770000457763672,JBLU
293,B6,2015-10,21912.0,21873.0,2896961.0,2423053.0,543343.0,3581651.0,3076236.0,2015,10,JetBlue Airways,140509161.0,2015-10-01,27.09000015258789,23.6299991607666,25.649999618530273,24.84000015258789,178793300.0,24.84000015258789,JBLU
294,B6,2015-11,21696.0,21652.0,2879794.0,2400931.0,509705.0,3594868.0,3109208.0,2015,11,JetBlue Airways,145231383.0,2015-11-01,26.8799991607666,24.53000068664551,24.989999771118164,24.739999771118164,112643300.0,24.739999771118164,JBLU
295,B6,2015-12,23343.0,23349.0,3098604.0,2560839.0,529561.0,3972747.0,3425632.0,2015,12,JetBlue Airways,156533830.0,2015-12-01,27.0,22.5,24.790000915527344,22.649999618530273,134280600.0,22.649999618530273,JBLU
296,B6,2016-01,23019.0,22175.0,2949831.0,2370431.0,531800.0,3772822.0,3241318.0,2016,1,JetBlue Airways,110137331.0,2016-01-01,22.13999938964844,19.43000030517578,22.040000915527344,21.309999465942386,159313000.0,21.309999465942386,JBLU
297,B6,2016-02,21765.0,21301.0,2848064.0,2354879.0,550568.0,3666386.0,3156589.0,2016,2,JetBlue Airways,99556083.0,2016-02-01,23.670000076293945,18.51000022888184,20.940000534057614,22.0,144247400.0,22.0,JBLU
298,B6,2016-03,23825.0,23781.0,3176899.0,2726868.0,517566.0,4043740.0,3487294.0,2016,3,JetBlue Airways,112926057.0,2016-03-01,22.670000076293945,19.489999771118164,22.100000381469727,21.1200008392334,145859200.0,21.1200008392334,JBLU
299,B6,2016-04,23187.0,23070.0,3087200.0,2571237.0,507921.0,3919484.0,3380679.0,2016,4,JetBlue Airways,111403505.0,2016-04-01,21.540000915527344,18.8799991607666,21.0,19.790000915527344,147379600.0,19.790000915527344,JBLU
